1;arms_factory;2950.00;11.98;1364.00;0.31;0
1;arms_factory;2950.00;11.98;1364.00;1.87;0
1;arms_factory;2945.00;9.68;1358.00;5.99;0
1;arms_factory;2953.00;10.25;1370.00;0.92;0
1;arms_factory;2948.00;10.78;1371.00;3.94;0
1;arms_factory;2943.00;10.43;1370.00;0.32;0
1;industrial_complex;2943.00;10.43;1370.00;4.44;0
1;industrial_complex;2951.00;11.03;1362.00;0.82;0
1;industrial_complex;2946.00;11.85;1365.00;2.39;0
1;industrial_complex;2946.00;11.85;1365.00;0.23;0
1;industrial_complex;2948.00;10.35;1357.00;1.43;0
1;industrial_complex;2949.00;11.20;1358.00;5.55;0
1;air_base;2952.00;10.30;1371.00;0.83;0
1;naval_base;2947.00;9.50;1352.00;-0.79;5579
1;naval_base;2944.00;10.23;1371.00;-2.60;5555
1;naval_base;2952.00;9.50;1374.00;-3.00;5555
1;bunker;2952.00;10.75;1364.00;4.10;0
1;bunker;2946.00;12.30;1367.00;1.94;0
1;bunker;2948.00;10.88;1359.00;6.06;0
1;coastal_bunker;2943.00;9.50;1356.00;-0.79;0
1;coastal_bunker;2952.00;9.50;1374.00;-3.00;0
1;coastal_bunker;2941.00;9.50;1370.00;-2.60;0
1;dockyard;2943.00;9.50;1356.00;-0.79;0
1;anti_air_building;2948.00;9.63;1353.00;4.61;0
1;anti_air_building;2953.00;10.35;1365.00;2.45;0
1;anti_air_building;2946.00;11.85;1365.00;5.11;0
1;synthetic_refinery;2946.00;12.15;1366.00;1.50;0
1;radar_station;2940.00;9.50;1360.00;1.12;0
1;rocket_site;2950.00;11.32;1358.00;0.90;0
1;nuclear_reactor;2952.00;10.30;1371.00;3.56;0
2;arms_factory;2995.00;10.28;1369.00;5.99;0
2;arms_factory;2995.00;9.90;1365.00;0.92;0
2;arms_factory;3002.00;9.70;1356.00;3.94;0
2;arms_factory;2988.00;9.70;1370.00;0.32;0
2;arms_factory;3007.00;10.65;1362.00;4.44;0
2;arms_factory;3003.00;9.70;1356.00;0.82;0
2;industrial_complex;2990.00;9.88;1370.00;2.39;0
2;industrial_complex;3004.00;10.05;1363.00;0.23;0
2;industrial_complex;3005.00;9.78;1356.00;1.43;0
2;industrial_complex;3002.00;9.85;1361.00;5.55;0
2;industrial_complex;3006.00;10.50;1363.00;0.83;0
2;industrial_complex;2999.00;9.57;1357.00;3.49;0
2;air_base;2995.00;9.68;1362.00;6.16;0
2;naval_base;2999.00;9.50;1356.00;-0.46;5656
2;naval_base;2998.00;9.50;1357.00;-1.11;5656
2;naval_base;2989.00;9.50;1366.00;-1.03;5579
2;bunker;2997.00;10.38;1368.00;6.06;0
2;bunker;2996.00;9.70;1362.00;6.16;0
2;bunker;3005.00;10.28;1364.00;4.01;0
2;coastal_bunker;2988.00;9.50;1366.00;-1.03;0
2;coastal_bunker;3005.00;9.50;1351.00;-0.46;0
2;coastal_bunker;2994.00;9.50;1360.00;-1.11;0
2;dockyard;2988.00;9.50;1367.00;-1.03;0
2;anti_air_building;2991.00;9.68;1365.00;5.11;0
2;anti_air_building;3005.00;9.95;1357.00;1.50;0
2;anti_air_building;2993.00;10.05;1369.00;3.06;0
2;synthetic_refinery;3003.00;9.95;1362.00;0.90;0
2;radar_station;2985.00;9.50;1368.00;5.53;0
2;rocket_site;2995.00;10.28;1369.00;6.23;0
2;nuclear_reactor;3005.00;10.23;1362.00;2.96;0
3;arms_factory;2929.00;13.70;1450.00;3.94;0
3;arms_factory;2932.00;13.73;1444.00;0.32;0
3;arms_factory;2929.00;12.82;1454.00;4.44;0
3;arms_factory;2923.00;12.82;1447.00;0.82;0
3;arms_factory;2919.00;12.20;1453.00;2.39;0
3;arms_factory;2923.00;13.15;1451.00;0.23;0
3;industrial_complex;2922.00;12.50;1444.00;1.43;0
3;industrial_complex;2923.00;12.80;1456.00;5.55;0
3;industrial_complex;2929.00;13.65;1448.00;0.83;0
3;industrial_complex;2933.00;13.98;1451.00;3.49;0
3;industrial_complex;2925.00;13.20;1453.00;6.16;0
3;industrial_complex;2926.00;13.35;1445.00;4.00;0
3;air_base;2935.00;13.68;1453.00;4.10;0
3;bunker;2927.00;13.53;1450.00;1.94;0
3;bunker;2935.00;13.15;1455.00;6.06;0
3;bunker;2920.00;12.73;1450.00;6.16;0
3;bunker;2928.00;10.57;1463.00;4.01;0
3;bunker;2923.00;13.28;1453.00;0.39;0
3;bunker;2930.00;13.57;1446.00;3.05;0
3;bunker;2929.00;13.70;1439.00;4.61;0
3;anti_air_building;2924.00;10.75;1464.00;2.45;0
3;anti_air_building;2927.00;12.90;1454.00;5.11;0
3;anti_air_building;2931.00;12.88;1458.00;1.50;0
3;synthetic_refinery;2927.00;11.98;1459.00;3.06;0
3;radar_station;2918.00;11.63;1443.00;2.59;0
3;rocket_site;2921.00;12.93;1450.00;3.56;0
3;nuclear_reactor;2922.00;12.30;1456.00;6.23;0
4;arms_factory;3045.00;13.07;1489.00;4.44;0
4;arms_factory;3068.00;9.80;1488.00;0.82;0
4;arms_factory;3042.00;13.48;1493.00;2.39;0
4;arms_factory;3040.00;11.80;1480.00;0.23;0
4;arms_factory;3037.00;12.85;1475.00;1.43;0
4;arms_factory;3042.00;13.00;1490.00;5.55;0
4;industrial_complex;3043.00;11.65;1482.00;0.83;0
4;industrial_complex;3058.00;11.30;1471.00;3.49;0
4;industrial_complex;3049.00;11.20;1484.00;6.16;0
4;industrial_complex;3052.00;12.93;1479.00;4.00;0
4;industrial_complex;3054.00;12.18;1470.00;4.10;0
4;industrial_complex;3053.00;10.20;1489.00;1.94;0
4;air_base;3050.00;13.13;1478.00;6.06;0
4;bunker;3062.00;10.93;1480.00;6.16;0
4;bunker;3068.00;9.80;1486.00;4.01;0
4;bunker;3053.00;13.23;1474.00;0.39;0
4;bunker;3052.00;10.38;1489.00;3.05;0
4;bunker;3042.00;12.88;1489.00;4.61;0
4;bunker;3050.00;13.13;1478.00;2.45;0
4;bunker;3036.00;12.60;1477.00;5.11;0
4;bunker;3069.00;9.78;1481.00;1.50;0
4;bunker;3048.00;12.35;1491.00;3.06;0
4;anti_air_building;3049.00;11.43;1483.00;0.90;0
4;anti_air_building;3051.00;13.18;1478.00;3.56;0
4;anti_air_building;3053.00;13.07;1475.00;6.23;0
4;synthetic_refinery;3053.00;10.30;1488.00;2.96;0
4;radar_station;3035.00;13.00;1474.00;1.42;0
4;rocket_site;3056.00;12.20;1473.00;2.01;0
4;nuclear_reactor;3049.00;12.10;1492.00;3.57;0
5;arms_factory;3146.00;10.00;1596.00;2.39;0
5;arms_factory;3116.00;9.80;1599.00;0.23;0
5;arms_factory;3138.00;10.23;1592.00;1.43;0
5;arms_factory;3133.00;9.70;1614.00;5.55;0
5;arms_factory;3153.00;9.80;1606.00;0.83;0
5;arms_factory;3147.00;9.70;1619.00;3.49;0
5;industrial_complex;3114.00;9.70;1604.00;6.16;0
5;industrial_complex;3145.00;9.95;1597.00;4.00;0
